party,member,chamber,state,ticker,type,transaction_date,filing_date,amount,lag_days
D,Gilbert Cisneros,House,CA,UNH,S,2020-03-18,2020-04-16,8000.5,29
D,Gilbert Cisneros,House,CA,UHS,P,2020-03-18,2020-04-16,8000.5,29
D,Gilbert Cisneros,House,CA,VTR,S,2020-03-18,2020-04-16,8000.5,29
D,Gilbert Cisneros,House,CA,VRSN,S,2020-03-18,2020-04-16,8000.5,29
D,Gilbert Cisneros,House,CA,VRSK,P,2020-03-18,2020-04-16,8000.5,29
D,Gilbert Cisneros,House,CA,V,P,2020-03-18,2020-04-16,8000.5,29
D,Gilbert Cisneros,House,CA,VC,P,2020-03-18,2020-04-16,8000.5,29
D,Gilbert Cisneros,House,CA,GWW,P,2020-03-18,2020-04-16,8000.5,29
D,Gilbert Cisneros,House,CA,WFC,P,2020-03-18,2020-04-16,,29
D,Gilbert Cisneros,House,CA,WY,P,2020-03-18,2020-04-16,8000.5,29
D,Gilbert Cisneros,House,CA,XLNX,P,2020-03-18,2020-04-16,8000.5,29
D,Gilbert Cisneros,House,CA,KMX,P,2020-04-28,2020-05-13,8000.5,15
D,Gilbert Cisneros,House,CA,CF,P,2020-04-29,2020-05-13,8000.5,14
D,Gilbert Cisneros,House,CA,CL,P,2020-04-29,2020-05-13,8000.5,14
D,Gilbert Cisneros,House,CA,FRC,P,2020-04-29,2020-05-13,8000.5,14
D,Gilbert Cisneros,House,CA,FCX,P,2020-04-29,2020-05-13,8000.5,14
D,Gilbert Cisneros,House,CA,GE,P,2020-04-29,2020-05-13,8000.5,14
D,Gilbert Cisneros,House,CA,GS,P,2020-04-29,2020-05-13,8000.5,14
D,Gilbert Cisneros,House,CA,HQY,S,2020-04-29,2020-05-13,8000.5,14
D,Gilbert Cisneros,House,CA,ICFI,P,2020-04-07,2020-05-13,8000.5,36
D,Gilbert Cisneros,House,CA,IP,S,2020-04-29,2020-05-13,8000.5,14
D,Gilbert Cisneros,House,CA,IPG,S,2020-04-29,2020-05-13,8000.5,14
D,Gilbert Cisneros,House,CA,LHX,P,2020-04-29,2020-05-13,8000.5,14
D,Gilbert Cisneros,House,CA,MKC,P,2020-04-29,2020-05-13,8000.5,14
D,Gilbert Cisneros,House,CA,NWS,S,2020-04-29,2020-05-13,8000.5,14
D,Gilbert Cisneros,House,CA,RTX,P,2020-04-29,2020-05-13,8000.5,14
D,Gilbert Cisneros,House,CA,RTX,E,2020-04-07,2020-05-13,8000.5,36
D,Gilbert Cisneros,House,CA,SHW,P,2020-04-09,2020-05-13,8000.5,34
D,Gilbert Cisneros,House,CA,SPG,P,2020-04-29,2020-05-13,8000.5,14
D,Gilbert Cisneros,House,CA,SSNC,P,2020-04-03,2020-05-13,8000.5,40
D,Gilbert Cisneros,House,CA,SYY,S,2020-04-29,2020-05-13,8000.5,14
D,Gilbert Cisneros,House,CA,TT,P,2020-04-29,2020-05-13,8000.5,14
D,Gilbert Cisneros,House,CA,TT,P,2020-04-08,2020-05-13,,35
D,Gilbert Cisneros,House,CA,TFC,P,2020-04-29,2020-05-13,8000.5,14
D,Gilbert Cisneros,House,CA,WFC,P,2020-04-23,2020-05-13,8000.5,20
D,Gilbert Cisneros,House,CA,AGN,S,2020-05-18,2020-06-16,8000.5,29
D,Gilbert Cisneros,House,CA,CTLT,S,2020-05-11,2020-06-16,8000.5,36
D,Gilbert Cisneros,House,CA,HAE,P,2020-05-19,2020-06-16,8000.5,28
D,Gilbert Cisneros,House,CA,HAE,P,2020-06-01,2020-06-16,8000.5,15
D,Gilbert Cisneros,House,CA,HMN,P,2020-05-19,2020-06-16,8000.5,28
D,Gilbert Cisneros,House,CA,PGNY,P,2020-06-01,2020-06-16,8000.5,15
D,Gilbert Cisneros,House,CA,SUPN,P,2020-06-01,2020-06-16,8000.5,15
D,Gilbert Cisneros,House,CA,VIAV,P,2020-05-15,2020-06-16,8000.5,32
D,Gilbert Cisneros,House,CA,V,P,2020-05-11,2020-06-16,8000.5,36
D,Gilbert Cisneros,House,CA,AON,P,2020-06-16,2020-07-17,8000.5,31
D,Gilbert Cisneros,House,CA,CTLT,S,2020-06-16,2020-07-17,8000.5,31
D,Gilbert Cisneros,House,CA,COST,P,2020-06-11,2020-07-17,,36
D,Gilbert Cisneros,House,CA,COST,P,2020-06-12,2020-07-17,,35
D,Gilbert Cisneros,House,CA,ELAN,P,2020-06-25,2020-07-17,8000.5,22
D,Gilbert Cisneros,House,CA,HLIO,P,2020-06-30,2020-07-17,8000.5,17
D,Gilbert Cisneros,House,CA,SRPT,P,2020-06-30,2020-07-17,8000.5,17
D,Gilbert Cisneros,House,CA,ALXN,P,2020-07-13,2020-08-19,8000.5,37
D,Gilbert Cisneros,House,CA,ALXN,P,2020-07-14,2020-08-19,8000.5,36
D,Gilbert Cisneros,House,CA,CSL,S,2020-07-22,2020-08-19,8000.5,28
D,Gilbert Cisneros,House,CA,COST,P,2020-07-13,2020-08-19,8000.5,37
D,Gilbert Cisneros,House,CA,IR,P,2020-07-21,2020-08-19,,29
D,Gilbert Cisneros,House,CA,INTU,P,2020-07-22,2020-08-19,8000.5,28
D,Gilbert Cisneros,House,CA,INTU,P,2020-07-30,2020-08-19,8000.5,20
D,Gilbert Cisneros,House,CA,NWE,P,2020-07-30,2020-08-19,8000.5,20
D,Gilbert Cisneros,House,CA,PATK,P,2020-07-17,2020-08-19,8000.5,33
D,Gilbert Cisneros,House,CA,QTS,P,2020-07-30,2020-08-19,8000.5,20
D,Gilbert Cisneros,House,CA,RXN,S,2020-07-13,2020-08-19,8000.5,37
D,Gilbert Cisneros,House,CA,SKY,P,2020-07-17,2020-08-19,8000.5,33
D,Gilbert Cisneros,House,CA,SF,P,2020-07-17,2020-08-19,8000.5,33
D,Gilbert Cisneros,House,CA,SUPN,P,2020-07-17,2020-08-19,8000.5,33
D,Gilbert Cisneros,House,CA,TCOM,P,2020-07-13,2020-08-19,8000.5,37
D,Gilbert Cisneros,House,CA,TCOM,S,2020-07-14,2020-08-19,8000.5,36
D,Gilbert Cisneros,House,CA,AMZN,P,2020-08-11,2020-09-14,8000.5,34
D,Gilbert Cisneros,House,CA,CCMP,P,2020-08-12,2020-09-14,8000.5,33
D,Gilbert Cisneros,House,CA,CVET,P,2020-09-02,2020-09-14,8000.5,12
D,Gilbert Cisneros,House,CA,CRY,P,2020-08-17,2020-09-14,8000.5,28
D,Gilbert Cisneros,House,CA,ENTG,P,2020-08-12,2020-09-14,8000.5,33
D,Gilbert Cisneros,House,CA,EL,S,2020-08-12,2020-09-14,8000.5,33
D,Gilbert Cisneros,House,CA,HMN,P,2020-09-02,2020-09-14,8000.5,12
D,Gilbert Cisneros,House,CA,MTSI,P,2020-09-02,2020-09-14,8000.5,12
D,Gilbert Cisneros,House,CA,POWI,S,2020-09-02,2020-09-14,8000.5,12
D,Gilbert Cisneros,House,CA,SHW,P,2020-08-10,2020-09-14,8000.5,35
D,Gilbert Cisneros,House,CA,VRSK,P,2020-08-11,2020-09-14,8000.5,34
D,Gilbert Cisneros,House,CA,ATVI,P,2020-09-15,2020-10-14,,29
D,Gilbert Cisneros,House,CA,AIG,P,2020-09-16,2020-10-14,8000.5,28
D,Gilbert Cisneros,House,CA,BIIB,P,2020-09-16,2020-10-14,8000.5,28
D,Gilbert Cisneros,House,CA,CCL,P,2020-09-16,2020-10-14,8000.5,28
D,Gilbert Cisneros,House,CA,CTLT,P,2020-09-16,2020-10-14,8000.5,28
D,Gilbert Cisneros,House,CA,EL,P,2020-09-03,2020-10-14,,41
D,Gilbert Cisneros,House,CA,F,P,2020-09-16,2020-10-14,8000.5,28
D,Gilbert Cisneros,House,CA,GE,P,2020-09-16,2020-10-14,8000.5,28
D,Gilbert Cisneros,House,CA,ICUI,S,2020-09-29,2020-10-14,8000.5,15
D,Gilbert Cisneros,House,CA,ICUI,P,2020-09-23,2020-10-14,8000.5,21
D,Gilbert Cisneros,House,CA,ICUI,P,2020-09-24,2020-10-14,,20
D,Gilbert Cisneros,House,CA,INCY,P,2020-09-25,2020-10-14,8000.5,19
D,Gilbert Cisneros,House,CA,IBM,P,2020-09-16,2020-10-14,8000.5,28
D,Gilbert Cisneros,House,CA,LHX,P,2020-09-16,2020-10-14,8000.5,28
D,Gilbert Cisneros,House,CA,MTX,P,2020-09-29,2020-10-14,8000.5,15
D,Gilbert Cisneros,House,CA,OTIS,S,2020-09-16,2020-10-14,8000.5,28
D,Gilbert Cisneros,House,CA,RTX,P,2020-09-29,2020-10-14,8000.5,15
D,Gilbert Cisneros,House,CA,SRPT,P,2020-09-14,2020-10-14,8000.5,30
D,Gilbert Cisneros,House,CA,SYK,P,2020-09-09,2020-10-14,,35
D,Gilbert Cisneros,House,CA,BK,S,2020-09-16,2020-10-14,8000.5,28
D,Gilbert Cisneros,House,CA,VRSK,S,2020-09-16,2020-10-14,8000.5,28
D,Gilbert Cisneros,House,CA,WBA,S,2020-09-16,2020-10-14,8000.5,28
D,Gilbert Cisneros,House,CA,WFC,P,2020-09-16,2020-10-14,8000.5,28
D,Gilbert Cisneros,House,CA,LNT,P,2020-11-03,2020-11-05,8000.5,2
D,Gilbert Cisneros,House,CA,AAPL,P,2020-10-29,2020-11-05,8000.5,7
D,Gilbert Cisneros,House,CA,ETFC,E,2020-10-02,2020-11-05,8000.5,34
D,Gilbert Cisneros,House,CA,HALO,P,2020-10-22,2020-11-05,8000.5,14
D,Gilbert Cisneros,House,CA,HLIO,P,2020-10-29,2020-11-05,8000.5,7
D,Gilbert Cisneros,House,CA,MA,P,2020-10-29,2020-11-05,,7
D,Gilbert Cisneros,House,CA,MTCH,P,2020-10-09,2020-11-05,8000.5,27
D,Gilbert Cisneros,House,CA,OCFC,P,2020-11-03,2020-11-05,8000.5,2
D,Gilbert Cisneros,House,CA,PRAH,P,2020-11-03,2020-11-05,8000.5,2
D,Gilbert Cisneros,House,CA,TEL,P,2020-11-03,2020-11-05,8000.5,2
D,Gilbert Cisneros,House,CA,V,P,2020-10-29,2020-11-05,8000.5,7
D,Gilbert Cisneros,House,CA,LNT,P,2020-11-19,2020-12-15,8000.5,26
D,Gilbert Cisneros,House,CA,LNT,P,2020-11-24,2020-12-15,8000.5,21
D,Gilbert Cisneros,House,CA,LNT,P,2020-11-25,2020-12-15,8000.5,20
D,Gilbert Cisneros,House,CA,AAPL,P,2020-11-19,2020-12-15,,26
D,Gilbert Cisneros,House,CA,CRNC,P,2020-11-19,2020-12-15,,26
D,Gilbert Cisneros,House,CA,CNS,P,2020-11-24,2020-12-15,8000.5,21
D,Gilbert Cisneros,House,CA,CYRX,P,2020-11-13,2020-12-15,8000.5,32
D,Gilbert Cisneros,House,CA,ERIC,P,2020-11-19,2020-12-15,,26
D,Gilbert Cisneros,House,CA,ERIC,P,2020-11-04,2020-12-15,,41
D,Gilbert Cisneros,House,CA,HELE,P,2020-11-18,2020-12-15,8000.5,27
D,Gilbert Cisneros,House,CA,IQV,P,2020-11-19,2020-12-15,8000.5,26
D,Gilbert Cisneros,House,CA,MA,S,2020-11-04,2020-12-15,8000.5,41
D,Gilbert Cisneros,House,CA,MTX,P,2020-11-27,2020-12-15,8000.5,18
D,Gilbert Cisneros,House,CA,NICE,P,2020-11-19,2020-12-15,8000.5,26
D,Gilbert Cisneros,House,CA,PYPL,P,2020-11-19,2020-12-15,,26
D,Gilbert Cisneros,House,CA,PRAH,P,2020-11-04,2020-12-15,8000.5,41
D,Gilbert Cisneros,House,CA,PRAH,P,2020-11-05,2020-12-15,8000.5,40
D,Gilbert Cisneros,House,CA,PRAH,P,2020-11-06,2020-12-15,8000.5,39
D,Gilbert Cisneros,House,CA,SUPN,P,2020-11-13,2020-12-15,8000.5,32
D,Gilbert Cisneros,House,CA,SHYF,P,2020-11-19,2020-12-15,,26
D,Gilbert Cisneros,House,CA,VRSK,P,2020-11-24,2020-12-15,8000.5,21
D,Gilbert Cisneros,House,CA,VRSK,P,2020-11-18,2020-12-15,8000.5,27
D,Gilbert Cisneros,House,CA,VRTU,E,2020-11-17,2020-12-15,8000.5,28
D,Katherine M. Clark,House,MA,HAS,P,2020-03-02,2020-04-20,8000.5,49
D,Katherine M. Clark,House,MA,MPC,S,2020-03-02,2020-04-20,8000.5,49
D,Katherine M. Clark,House,MA,MPC,S,2020-03-20,2020-04-20,8000.5,31
D,Katherine M. Clark,House,MA,SKX,P,2020-03-02,2020-04-20,8000.5,49
D,Katherine M. Clark,House,MA,AMCX,S,2020-04-03,2020-05-29,8000.5,56
D,Katherine M. Clark,House,MA,EMR,S,2020-04-03,2020-05-29,8000.5,56
D,Katherine M. Clark,House,MA,CCEP,S,2020-10-22,2020-12-03,8000.5,42
D,Katherine M. Clark,House,MA,COST,P,2020-10-22,2020-12-03,8000.5,42
D,Katherine M. Clark,House,MA,FIS,P,2020-10-22,2020-12-03,8000.5,42
D,Katherine M. Clark,House,MA,INTC,S,2020-10-22,2020-12-03,8000.5,42
D,Katherine M. Clark,House,MA,INVH,S,2020-10-22,2020-12-03,8000.5,42
D,Katherine M. Clark,House,MA,JPM,S,2020-10-22,2020-12-03,8000.5,42
D,Katherine M. Clark,House,MA,MOS,S,2020-10-01,2020-12-03,8000.5,63
D,Katherine M. Clark,House,MA,MOS,S,2020-10-22,2020-12-03,8000.5,42
D,Katherine M. Clark,House,MA,SKX,S,2020-10-22,2020-12-03,8000.5,42
D,Katherine M. Clark,House,MA,SNE,S,2020-10-22,2020-12-03,8000.5,42
D,Katherine M. Clark,House,MA,SNE,P,2020-10-22,2020-12-03,8000.5,42
D,Katherine M. Clark,House,MA,TSM,P,2020-10-22,2020-12-03,8000.5,42
D,Katherine M. Clark,House,MA,TSM,S,2020-10-22,2020-12-03,8000.5,42
D,Katherine M. Clark,House,MA,CCEP,P,2020-11-05,2020-12-28,8000.5,53
D,Katherine M. Clark,House,MA,COST,S,2020-11-05,2020-12-28,8000.5,53
D,Katherine M. Clark,House,MA,EW,P,2020-11-05,2020-12-28,8000.5,53
D,Katherine M. Clark,House,MA,FIS,S,2020-11-05,2020-12-28,8000.5,53
D,Katherine M. Clark,House,MA,INTC,S,2020-11-05,2020-12-28,8000.5,53
D,Katherine M. Clark,House,MA,INTC,P,2020-11-05,2020-12-28,8000.5,53
D,Katherine M. Clark,House,MA,INVH,P,2020-11-05,2020-12-28,8000.5,53
D,Katherine M. Clark,House,MA,INVH,S,2020-11-05,2020-12-28,8000.5,53
D,Katherine M. Clark,House,MA,IRM,S,2020-11-05,2020-12-28,8000.5,53
D,Katherine M. Clark,House,MA,IRM,P,2020-11-05,2020-12-28,8000.5,53
D,Katherine M. Clark,House,MA,JPM,S,2020-11-05,2020-12-28,8000.5,53
D,Katherine M. Clark,House,MA,MA,P,2020-11-05,2020-12-28,8000.5,53
D,Katherine M. Clark,House,MA,NVO,P,2020-11-05,2020-12-28,8000.5,53
D,Katherine M. Clark,House,MA,ORAN,P,2020-11-05,2020-12-28,8000.5,53
D,Katherine M. Clark,House,MA,PEP,P,2020-11-05,2020-12-28,8000.5,53
D,Katherine M. Clark,House,MA,SAP,P,2020-11-05,2020-12-28,8000.5,53
D,Katherine M. Clark,House,MA,SKX,P,2020-11-05,2020-12-28,8000.5,53
D,Katherine M. Clark,House,MA,SKX,S,2020-11-05,2020-12-28,8000.5,53
D,Katherine M. Clark,House,MA,SNE,S,2020-11-05,2020-12-28,8000.5,53
D,Katherine M. Clark,House,MA,STT,P,2020-11-05,2020-12-28,8000.5,53
D,Katherine M. Clark,House,MA,TSM,P,2020-11-05,2020-12-28,8000.5,53
D,Katherine M. Clark,House,MA,VAW,S,2020-11-05,2020-12-28,8000.5,53
D,Katherine M. Clark,House,MA,V,S,2020-11-05,2020-12-28,8000.5,53
D,Steve Cohen,House,TN,KO,S,2020-03-26,2020-04-22,8000.5,27
D,Steve Cohen,House,TN,RQI,S,2020-03-26,2020-04-22,8000.5,27
D,Steve Cohen,House,TN,XOM,S,2020-03-26,2020-04-22,8000.5,27
D,Steve Cohen,House,TN,FHN,S,2020-03-26,2020-04-22,8000.5,27
D,Steve Cohen,House,TN,PEAK,S,2020-03-26,2020-04-22,8000.5,27
D,Steve Cohen,House,TN,HST,S,2020-03-26,2020-04-22,8000.5,27
D,Steve Cohen,House,TN,MSFT,S,2020-03-26,2020-04-22,,27
D,Steve Cohen,House,TN,RF,S,2020-03-26,2020-04-22,8000.5,27
D,Steve Cohen,House,TN,SNE,S,2020-03-26,2020-04-22,8000.5,27
D,Steve Cohen,House,TN,TM,S,2020-03-26,2020-04-22,8000.5,27
D,Steve Cohen,House,TN,KO,S,2020-04-17,2020-05-22,8000.5,35
D,Steve Cohen,House,TN,RQI,S,2020-04-17,2020-05-22,8000.5,35
D,Steve Cohen,House,TN,XOM,S,2020-04-17,2020-05-22,8000.5,35
D,Steve Cohen,House,TN,FHN,S,2020-04-17,2020-05-22,8000.5,35
D,Steve Cohen,House,TN,KO,S,2020-05-07,2020-05-22,8000.5,15
D,Steve Cohen,House,TN,FHN,S,2020-05-07,2020-05-22,8000.5,15
D,Steve Cohen,House,TN,PEAK,S,2020-05-07,2020-05-22,8000.5,15
D,Steve Cohen,House,TN,KO,S,2020-05-11,2020-06-18,8000.5,38
D,Steve Cohen,House,TN,FHN,S,2020-05-11,2020-06-18,8000.5,38
D,Steve Cohen,House,TN,PEAK,S,2020-05-11,2020-06-18,8000.5,38
R,James Comer,House,KY,RBCAA,S,2020-11-20,2020-12-18,8000.5,28
R,James Comer,House,KY,WORK,S,2020-12-17,2020-12-18,8000.5,1
R,K. Michael Conaway,House,TX,SDY,P,2019-12-03,2020-02-07,,66
R,K. Michael Conaway,House,TX,IVZ,P,2020-01-16,2020-02-07,8000.5,22
R,K. Michael Conaway,House,TX,CSQ,S,2020-02-28,2020-03-10,8000.5,11
R,K. Michael Conaway,House,TX,QQQ,P,2020-02-10,2020-03-10,,29
R,K. Michael Conaway,House,TX,USMC,P,2020-02-10,2020-03-10,,29
R,K. Michael Conaway,House,TX,VPU,P,2020-02-10,2020-03-10,,29
R,K. Michael Conaway,House,TX,VPU,P,2020-02-18,2020-03-10,,21
R,K. Michael Conaway,House,TX,USMC,E,2020-02-24,2020-04-06,,42
R,K. Michael Conaway,House,TX,LUV,S,2020-03-18,2020-04-06,,19
R,K. Michael Conaway,House,TX,SPY,E,2020-02-24,2020-04-06,,42
R,K. Michael Conaway,House,TX,TRV,S,2020-03-11,2020-04-06,8000.5,26
R,K. Michael Conaway,House,TX,VPU,S,2020-03-18,2020-04-06,,19
R,K. Michael Conaway,House,TX,VPU,E,2020-02-24,2020-04-06,,42
R,K. Michael Conaway,House,TX,CVX,P,2020-04-15,2020-05-04,,19
R,K. Michael Conaway,House,TX,EMR,P,2020-04-22,2020-05-04,,12
R,K. Michael Conaway,House,TX,MPC,P,2020-04-15,2020-05-04,,19
R,K. Michael Conaway,House,TX,SKYY,P,2020-05-26,2020-06-09,,14
R,K. Michael Conaway,House,TX,SKYY,P,2020-05-19,2020-06-09,,21
R,K. Michael Conaway,House,TX,JPM,P,2020-05-11,2020-06-09,,29
R,K. Michael Conaway,House,TX,JPM,P,2020-05-19,2020-06-09,,21
R,K. Michael Conaway,House,TX,USMC,P,2020-05-19,2020-06-09,8000.5,21
R,K. Michael Conaway,House,TX,USMC,P,2020-05-26,2020-06-09,,14
R,K. Michael Conaway,House,TX,USMC,P,2020-05-26,2020-06-09,8000.5,14
R,K. Michael Conaway,House,TX,VZ,P,2020-05-19,2020-06-09,,21
R,K. Michael Conaway,House,TX,EFV,P,2020-06-09,2020-07-10,,31
R,K. Michael Conaway,House,TX,INFR,S,2020-06-10,2020-07-10,,30
R,K. Michael Conaway,House,TX,ISD,P,2020-06-09,2020-07-10,,31
R,K. Michael Conaway,House,TX,PNC,P,2020-06-02,2020-07-10,,38
R,K. Michael Conaway,House,TX,PNC,P,2020-06-01,2020-07-10,,39
R,K. Michael Conaway,House,TX,VDC,P,2020-06-01,2020-07-10,,39
R,K. Michael Conaway,House,TX,VV,P,2020-06-09,2020-07-10,8000.5,31
R,K. Michael Conaway,House,TX,PFE,S,2020-07-01,2020-09-04,,65
R,K. Michael Conaway,House,TX,RTX,P,2020-07-01,2020-09-04,,65
R,K. Michael Conaway,House,TX,AEP,P,2020-08-10,2020-09-08,,29
R,K. Michael Conaway,House,TX,AXP,S,2020-08-10,2020-09-08,,29
R,K. Michael Conaway,House,TX,PNC,P,2020-08-10,2020-09-08,,29
R,K. Michael Conaway,House,TX,PNC,S,2020-08-10,2020-09-08,,29
R,K. Michael Conaway,House,TX,XLV,P,2020-08-10,2020-09-08,,29
R,K. Michael Conaway,House,TX,V,S,2020-08-10,2020-09-08,,29
R,K. Michael Conaway,House,TX,JPM,S,2020-09-08,2020-10-05,,27
R,K. Michael Conaway,House,TX,USMC,P,2020-09-21,2020-10-05,8000.5,14
R,K. Michael Conaway,House,TX,AAPL,P,2020-10-16,2020-12-04,,49
R,K. Michael Conaway,House,TX,CVX,P,2020-10-16,2020-12-04,,49
R,K. Michael Conaway,House,TX,CVX,S,2020-10-16,2020-12-04,,49
R,K. Michael Conaway,House,TX,CVX,E,2020-10-06,2020-12-04,,59
R,K. Michael Conaway,House,TX,SKYY,E,2020-10-06,2020-12-04,8000.5,59
R,K. Michael Conaway,House,TX,JNJ,P,2020-10-16,2020-12-04,,49
R,K. Michael Conaway,House,TX,AAL,P,2020-11-30,2020-12-15,,15
R,K. Michael Conaway,House,TX,DRI,P,2020-11-30,2020-12-15,,15
R,K. Michael Conaway,House,TX,LUV,P,2020-11-30,2020-12-15,,15
D,Joe Courtney,House,CT,AMT,P,2019-12-31,2020-07-29,8000.5,211
D,Joe Courtney,House,CT,COF,P,2019-12-31,2020-07-29,8000.5,211
D,Joe Courtney,House,CT,CSCO,P,2019-12-31,2020-07-29,8000.5,211
D,Joe Courtney,House,CT,C,P,2019-12-31,2020-07-29,8000.5,211
D,Joe Courtney,House,CT,STZ,P,2020-02-10,2020-07-29,8000.5,170
D,Joe Courtney,House,CT,COST,P,2019-12-31,2020-07-29,8000.5,211
D,Joe Courtney,House,CT,FISV,P,2019-12-31,2020-07-29,8000.5,211
D,Joe Courtney,House,CT,HON,P,2019-12-31,2020-07-29,8000.5,211
D,Joe Courtney,House,CT,JPM,P,2019-12-31,2020-07-29,8000.5,211
D,Joe Courtney,House,CT,MCHP,P,2019-12-31,2020-07-29,8000.5,211
D,Joe Courtney,House,CT,MSFT,P,2019-12-31,2020-07-29,8000.5,211
D,Joe Courtney,House,CT,NEE,P,2019-12-31,2020-07-29,8000.5,211
D,Joe Courtney,House,CT,ROST,P,2019-12-31,2020-07-29,8000.5,211
D,Joe Courtney,House,CT,SHW,P,2019-12-31,2020-07-29,8000.5,211
D,Joe Courtney,House,CT,SYY,P,2019-12-31,2020-07-29,8000.5,211
D,Joe Courtney,House,CT,TMO,S,2020-03-18,2020-07-29,8000.5,133
D,Joe Courtney,House,CT,TOT,P,2019-12-31,2020-07-29,8000.5,211
D,Joe Courtney,House,CT,TFC,S,2020-05-01,2020-07-29,8000.5,89
D,Joe Courtney,House,CT,WMT,P,2019-12-31,2020-07-29,8000.5,211
D,Joe Courtney,House,CT,ZTS,P,2019-12-31,2020-07-29,8000.5,211
D,Joe Courtney,House,CT,AMT,S,2020-08-07,2020-08-27,8000.5,20
D,Joe Courtney,House,CT,COF,S,2020-08-07,2020-08-27,8000.5,20
D,Joe Courtney,House,CT,CSCO,S,2020-08-07,2020-08-27,8000.5,20
D,Joe Courtney,House,CT,C,S,2020-08-07,2020-08-27,8000.5,20
D,Joe Courtney,House,CT,STZ,S,2020-08-07,2020-08-27,8000.5,20
D,Joe Courtney,House,CT,COST,S,2020-08-07,2020-08-27,8000.5,20
D,Joe Courtney,House,CT,FISV,S,2020-08-07,2020-08-27,8000.5,20
D,Joe Courtney,House,CT,HON,S,2020-08-07,2020-08-27,8000.5,20
D,Joe Courtney,House,CT,JPM,P,2020-08-07,2020-08-27,8000.5,20
D,Joe Courtney,House,CT,MCHP,S,2020-08-07,2020-08-27,8000.5,20
D,Joe Courtney,House,CT,MSFT,S,2020-08-07,2020-08-27,8000.5,20
D,Joe Courtney,House,CT,PEP,P,2020-08-07,2020-08-27,,20
D,Joe Courtney,House,CT,ROST,S,2020-08-07,2020-08-27,8000.5,20
D,Joe Courtney,House,CT,SHW,S,2020-08-07,2020-08-27,8000.5,20
D,Joe Courtney,House,CT,TMO,S,2020-08-07,2020-08-27,8000.5,20
D,Joe Courtney,House,CT,TFC,P,2020-08-07,2020-08-27,8000.5,20
D,Joe Courtney,House,CT,WMT,S,2020-08-07,2020-08-27,8000.5,20
D,Joe Courtney,House,CT,ZTS,S,2020-08-07,2020-08-27,8000.5,20
D,Joe Courtney,House,CT,BABA,S,2020-10-09,2020-11-06,,28
D,Joe Courtney,House,CT,BTZ,S,2020-10-09,2020-11-06,8000.5,28
D,Joe Courtney,House,CT,DSU,S,2020-10-09,2020-11-06,8000.5,28
D,Joe Courtney,House,CT,EVV,S,2020-10-09,2020-11-06,8000.5,28
D,Joe Courtney,House,CT,ET,S,2020-10-09,2020-11-06,8000.5,28
D,Joe Courtney,House,CT,DIV,S,2020-10-09,2020-11-06,8000.5,28
D,Joe Courtney,House,CT,TLT,P,2020-10-09,2020-11-06,8000.5,28
D,Joe Courtney,House,CT,IEF,P,2020-10-09,2020-11-06,8000.5,28
D,Joe Courtney,House,CT,IEFA,P,2020-10-09,2020-11-06,8000.5,28
D,Joe Courtney,House,CT,IVV,P,2020-10-09,2020-11-06,,28
D,Joe Courtney,House,CT,IJR,P,2020-10-09,2020-11-06,8000.5,28
D,Joe Courtney,House,CT,IDV,S,2020-10-09,2020-11-06,8000.5,28
D,Joe Courtney,House,CT,USMV,P,2020-10-09,2020-11-06,8000.5,28
D,Joe Courtney,House,CT,VLUE,P,2020-10-09,2020-11-06,8000.5,28
D,Joe Courtney,House,CT,IHI,P,2020-10-09,2020-11-06,8000.5,28
D,Joe Courtney,House,CT,NTDOY,S,2020-10-09,2020-11-06,,28
D,Joe Courtney,House,CT,SRLN,S,2020-10-09,2020-11-06,8000.5,28
D,Joe Courtney,House,CT,VTI,S,2020-10-09,2020-11-06,8000.5,28
D,Joe Courtney,House,CT,PUTW,S,2020-10-09,2020-11-06,8000.5,28
D,Joe Courtney,House,CT,XSOE,P,2020-10-09,2020-11-06,8000.5,28
D,Joe Courtney,House,CT,FLCO,P,2020-10-16,2020-11-16,8000.5,31
D,Joe Courtney,House,CT,FLQL,P,2020-10-16,2020-11-16,8000.5,31
D,Joe Courtney,House,CT,SPTM,S,2020-10-16,2020-11-16,8000.5,31
D,Joe Courtney,House,CT,VEA,P,2020-10-16,2020-11-16,8000.5,31
D,Joe Courtney,House,CT,VWO,P,2020-10-16,2020-11-16,8000.5,31
D,Joe Courtney,House,CT,VOO,P,2020-10-16,2020-11-16,,31
R,John Curtis,House,UT,BRK.B,S,2020-08-13,2020-08-25,,12
R,John Curtis,House,UT,CSX,P,2020-08-13,2020-08-25,8000.5,12
R,John Curtis,House,UT,TEAM,S,2020-10-09,2020-10-16,8000.5,7
R,John Curtis,House,UT,HASI,S,2020-10-09,2020-10-16,8000.5,7
R,John Curtis,House,UT,MSFT,S,2020-10-09,2020-10-16,8000.5,7
D,Susan A. Davis,House,CA,VWDRY,P,2020-02-11,2020-03-13,,31
D,Susan A. Davis,House,CA,FB,P,2020-03-16,2020-04-16,8000.5,31
D,Susan A. Davis,House,CA,FTNT,P,2020-03-16,2020-04-16,,31
D,Susan A. Davis,House,CA,CSIQ,P,2020-10-28,2020-11-30,,33
D,Susan A. Davis,House,CA,FTNT,P,2020-10-28,2020-11-30,,33
D,Susan A. Davis,House,CA,VSAT,P,2020-10-28,2020-11-30,8000.5,33
